[ -0.95706441   0.2423209    0.15908582 -61.04431724],[-2.56755393e-01 -9.63387671e-01 -7.72066243e-02  1.39969339e+02],[ 0.13455254 -0.11473786  0.98424125  8.40162034],[0. 0. 0. 1.]
[ -0.95983861   0.23233931   0.15725234 -63.22284955],[-2.46769324e-01 -9.65830339e-01 -7.92253584e-02  1.39436544e+02],[ 0.13347192 -0.11484861  0.98437546  8.58491734],[0. 0. 0. 1.]
[ -0.96171601   0.22217496   0.16043878 -65.42189034],[-2.37257882e-01 -9.68004848e-01 -8.17025835e-02  1.38929526e+02],[ 0.13715325 -0.11664005  0.98365852  8.77487173],[0. 0. 0. 1.]
[ -0.96391619   0.21178117   0.16128954 -67.63258499],[-2.27169653e-01 -9.70256748e-01 -8.36408490e-02  1.38438023e+02],[ 0.1387787  -0.11726286  0.98335644  8.97128478],[0. 0. 0. 1.]
[ -0.96629369   0.20247763   0.15899468 -69.84995336],[-2.18107708e-01 -9.71970535e-01 -8.77627864e-02  1.37971879e+02],[ 0.13676815 -0.11948259  0.98337093  9.16750584],[0. 0. 0. 1.]
[ -0.96749842   0.19573789   0.16010459 -72.06290195],[-2.11869648e-01 -9.73084356e-01 -9.06536771e-02  1.37518956e+02],[ 0.13805092 -0.12162859  0.9829285   9.35640037],[0. 0. 0. 1.]
[ -0.96809546   0.18975075   0.16366376 -74.28930046],[-2.06172554e-01 -9.74381878e-01 -8.98489521e-02  1.37071627e+02],[ 0.1424221  -0.12072534  0.98241607  9.55127359],[0. 0. 0. 1.]
[ -0.9690552    0.1853287    0.16304995 -76.51876889],[-2.01205630e-01 -9.75694331e-01 -8.68151264e-02  1.36629102e+02],[ 0.14299757 -0.11693522  0.98279085  9.75260722],[0. 0. 0. 1.]
[ -0.97008792   0.18098678   0.16178137 -78.75273044],[-1.96188527e-01 -9.77012404e-01 -8.34075796e-02  1.36198819e+02],[ 0.14296673 -0.11265233  0.98329546  9.95804402],[0. 0. 0. 1.]
[ -0.97081228   0.17572076   0.16323519 -80.9938348 ],[-1.90810564e-01 -9.78214771e-01 -8.17752390e-02  1.35777527e+02],[ 0.14530947 -0.11053541  0.98319229 10.16364394],[0. 0. 0. 1.]
[ -0.97158491   0.17051426   0.16415741 -83.24038704],[-1.85658148e-01 -9.79211240e-01 -8.17092427e-02  1.35375940e+02],[ 0.14681219 -0.10986463  0.98304422 10.37249136],[0. 0. 0. 1.]
[ -0.97223822   0.16517403   0.16574193 -85.47987887],[-1.80255686e-01 -9.80327824e-01 -8.04067504e-02  1.34989677e+02],[ 0.14920032 -0.10805044  0.98288573 10.58380022],[0. 0. 0. 1.]
[ -0.97302807   0.16068434   0.16552013 -87.70540316],[-1.76188982e-01 -9.80799836e-01 -8.36009866e-02  1.34621281e+02],[ 0.14890875 -0.11050893  0.98265658 10.79683465],[0. 0. 0. 1.]
[ -0.97356511   0.15733416   0.16558061 -89.9264284 ],[-1.73531806e-01 -9.80861372e-01 -8.83044747e-02  1.34264225e+02],[ 0.14851831 -0.11470366  0.98223489 11.00960374],[0. 0. 0. 1.]
[ -0.97420671   0.15433643   0.1646255  -92.15504453],[-1.70608176e-01 -9.81248478e-01 -8.96898782e-02  1.33915511e+02],[ 0.1476961  -0.11546294  0.98226991 11.22329059],[0. 0. 0. 1.]
[ -0.97476706   0.15033216   0.16501338 -94.39451393],[-1.66423027e-01 -9.82085276e-01 -8.83848796e-02  1.33563245e+02],[ 0.14877012 -0.1136167   0.98232311 11.44305433],[0. 0. 0. 1.]
[ -0.97568332   0.14608564   0.16340455 -96.64084508],[-1.61456851e-01 -9.83207757e-01 -8.50540502e-02  1.33217961e+02],[ 0.14823545 -0.1093686   0.98288594 11.66181673],[0. 0. 0. 1.]
[ -0.97652935   0.14045651   0.16328625 -98.88961078],[-1.55196723e-01 -9.84535252e-01 -8.12669318e-02  1.32881241e+02],[ 0.1493466  -0.10470103  0.98322596 11.87957164],[0. 0. 0. 1.]
[  -0.9778855     0.13412144    0.16047241 -101.14927795],[-1.48762213e-01 -9.85388021e-01 -8.29472807e-02  1.32563570e+02],[ 0.14700258 -0.10498517  0.98354886 12.09912896],[0. 0. 0. 1.]
[  -0.97802544    0.12820977    0.16440344 -103.40429955],[-1.43245127e-01 -9.86194495e-01 -8.30737683e-02  1.32259741e+02],[ 0.1514829  -0.10479825  0.98288873 12.32515017],[0. 0. 0. 1.]
[  -0.97843347    0.12340726    0.16564596 -105.69207112],[-1.38463292e-01 -9.86915897e-01 -8.26131293e-02  1.31963353e+02],[ 0.15328357 -0.10376734  0.98271893 12.55833586],[0. 0. 0. 1.]
[  -0.97847776    0.11625971    0.17048444 -107.97443805],[-1.32386391e-01 -9.87420198e-01 -8.64592148e-02  1.31682827e+02],[ 0.15828806 -0.10716824  0.98155991 12.79972086],[0. 0. 0. 1.]
[-9.79799102e-01  1.06984288e-01  1.68961777e-01 -1.10251599e+02],[-1.22510797e-01 -9.88881650e-01 -8.42863411e-02  1.31417843e+02],[ 0.15806589 -0.10328332  0.98201208 13.03967491],[0. 0. 0. 1.]
[-9.80721714e-01  9.75164486e-02  1.69338307e-01 -1.12527828e+02],[-1.14613421e-01 -9.88924967e-01 -9.42930191e-02  1.31191354e+02],[ 0.15826776 -0.11188365  0.98103688 13.28029587],[0. 0. 0. 1.]
[-9.81443868e-01  9.02717839e-02  1.69171332e-01 -1.14814705e+02],[-1.07706818e-01 -9.89451505e-01 -9.68760080e-02  1.30968313e+02],[ 0.15864166 -0.11329927  0.980814   13.52297258],[0. 0. 0. 1.]
[-9.82437068e-01  8.43030653e-02  1.66464414e-01 -1.17100194e+02],[-1.01405157e-01 -9.90099933e-01 -9.70521293e-02  1.30759100e+02],[ 0.15663461 -0.11222796  0.98125964 13.75990629],[0. 0. 0. 1.]
[-9.80616571e-01  7.98753135e-02  1.78916390e-01 -1.19403462e+02],[-9.88471806e-02 -9.90090201e-01 -9.97528407e-02  1.30565642e+02],[ 0.16917557 -0.11550467  0.97879431 14.01957487],[0. 0. 0. 1.]
[-9.80318061e-01  7.82708111e-02  1.81246185e-01 -1.21669135e+02],[-9.80753815e-02 -9.89833499e-01 -1.03009048e-01  1.30375820e+02],[ 0.17134094 -0.11875742  0.9780281  14.2771672 ],[0. 0. 0. 1.]
[-9.81539157e-01  7.81811193e-02  1.74552557e-01 -1.23913718e+02],[-9.76647745e-02 -9.89561855e-01 -1.05966635e-01  1.30189237e+02],[ 0.16444596 -0.12105804  0.97892925 14.53063878],[0. 0. 0. 1.]
[-9.82246935e-01  8.11755259e-02  1.69119761e-01 -1.26176875e+02],[-9.88184884e-02 -9.90203434e-01 -9.86512325e-02  1.29984697e+02],[ 0.1594549  -0.11361203  0.98064593 14.77422289],[0. 0. 0. 1.]
[-9.81670268e-01  8.62271768e-02  1.69965757e-01 -1.28464557e+02],[-1.02516997e-01 -9.90696192e-01 -8.95059831e-02  1.29773994e+02],[ 0.16066658 -0.10528974  0.98137675 15.01482254],[0. 0. 0. 1.]
[-9.80335740e-01  8.94169336e-02  1.75916025e-01 -1.30755095e+02],[-1.05769884e-01 -9.90675620e-01 -8.58751840e-02  1.29560697e+02],[ 0.16659702 -0.10279313  0.98065234 15.27676921],[0. 0. 0. 1.]
[-9.80758230e-01  9.12075694e-02  1.72610755e-01 -1.32994260e+02],[-1.07895673e-01 -9.90090118e-01 -8.98892793e-02  1.29341836e+02],[ 0.16270162 -0.1067836   0.98087993 15.52430722],[0. 0. 0. 1.]
[-9.80767795e-01  9.25794415e-02  1.71824270e-01 -1.35250089e+02],[-1.10277456e-01 -9.89207757e-01 -9.64722584e-02  1.29126536e+02],[ 0.16103855 -0.11356523  0.98039254 15.77404437],[0. 0. 0. 1.]
[-9.80031538e-01  9.25502593e-02  1.75990437e-01 -1.37516422e+02],[-1.11130211e-01 -9.88881366e-01 -9.88115344e-02  1.28896645e+02],[ 0.16488863 -0.11639627  0.97942006 16.0244453 ],[0. 0. 0. 1.]
[-9.78405796e-01  9.31383671e-02  1.84519222e-01 -1.39800708e+02],[-1.11809148e-01 -9.89322070e-01 -9.34909465e-02  1.28656529e+02],[ 0.17384134 -0.11210302  0.97837217 16.29516101],[0. 0. 0. 1.]
[-9.79609878e-01  9.22581234e-02  1.78473879e-01 -1.42055146e+02],[-1.09748112e-01 -9.89810110e-01 -9.07265039e-02  1.28421989e+02],[ 0.16828499 -0.10846375  0.97975292 16.56089394],[0. 0. 0. 1.]
[-9.80603778e-01  8.87696378e-02  1.74746047e-01 -1.44343219e+02],[-1.05456360e-01 -9.90466491e-01 -8.86289195e-02  1.28194494e+02],[ 0.16521255 -0.10533794  0.98061651 16.82867361],[0. 0. 0. 1.]
[-9.80611960e-01  8.33505978e-02  1.77349544e-01 -1.46636649e+02],[-1.01212947e-01 -9.90398231e-01 -9.41662519e-02  1.27993345e+02],[ 0.16779786 -0.11029062  0.97963251 17.09126738],[0. 0. 0. 1.]
[-9.79986799e-01  7.89432810e-02  1.82739794e-01 -1.48899600e+02],[-9.70512994e-02 -9.90984933e-01 -9.23574978e-02  1.27789087e+02],[ 0.17380138 -0.10824426  0.9788137  17.35672608],[0. 0. 0. 1.]
[-9.80615203e-01  7.51054489e-02  1.80977884e-01 -1.51170582e+02],[-9.27586630e-02 -9.91509389e-01 -9.11315627e-02  1.27594902e+02],[ 0.17259679 -0.10615226  0.97925586 17.62948341],[0. 0. 0. 1.]
[-9.81877025e-01  7.07722579e-02  1.75808975e-01 -1.53411172e+02],[-8.81856523e-02 -9.91726145e-01 -9.32874297e-02  1.27413113e+02],[ 0.16775219 -0.10710061  0.97999421 17.88977805],[0. 0. 0. 1.]
[-9.81227752e-01  6.73492282e-02  1.80710211e-01 -1.55649292e+02],[-8.48223557e-02 -9.92253236e-01 -9.07671997e-02  1.27233213e+02],[ 0.17319719 -0.10439156  0.97933913 18.15187493],[0. 0. 0. 1.]
[-9.81203878e-01  6.53961290e-02  1.81555218e-01 -1.57868725e+02],[-8.26536243e-02 -9.92581116e-01 -8.91689821e-02  1.27065476e+02],[ 0.17437697 -0.10249915  0.97932967 18.41598429],[0. 0. 0. 1.]
[-9.82187985e-01  6.33060824e-02  1.76915520e-01 -1.60074355e+02],[-8.01648539e-02 -9.92726120e-01 -8.98245378e-02  1.26906316e+02],[ 0.16994222 -0.10240699  0.98011859 18.68173211],[0. 0. 0. 1.]
[-9.83354964e-01  5.99233221e-02  1.71529037e-01 -1.62272861e+02],[-7.72581513e-02 -9.92355881e-01 -9.62340007e-02  1.26757313e+02],[ 0.16445119 -0.1078842   0.98046765 18.93335137],[0. 0. 0. 1.]
[-9.82882853e-01  5.78039099e-02  1.74928574e-01 -1.64469114e+02],[-7.54523460e-02 -9.92519600e-01 -9.59780503e-02  1.26613404e+02],[ 0.16807213 -0.10753395  0.97989194 19.18062657],[0. 0. 0. 1.]
[-9.82717544e-01  5.50339207e-02  1.76741328e-01 -1.66614673e+02],[-7.22886682e-02 -9.93064818e-01 -9.27179406e-02  1.26473722e+02],[ 0.17041296 -0.10389194  0.97988055 19.42564342],[0. 0. 0. 1.]
[-9.82451290e-01  5.27905329e-02  1.78892766e-01 -1.68814061e+02],[-6.99520753e-02 -9.93389107e-01 -9.10208207e-02  1.26345870e+02],[ 0.17290509 -0.10193744  0.97964922 19.68901304],[0. 0. 0. 1.]
[-9.82901458e-01  4.98629719e-02  1.77252385e-01 -1.71030435e+02],[-6.73185168e-02 -9.93306133e-01 -9.38676932e-02  1.26226326e+02],[ 0.17138536 -0.10419506  0.97967875 19.95458904],[0. 0. 0. 1.]
[-9.83448882e-01  4.57403457e-02  1.75317189e-01 -1.73206223e+02],[-6.29855188e-02 -9.93568583e-01 -9.40972623e-02  1.26109402e+02],[ 0.16988561 -0.10358229  0.98000489 20.20762478],[0. 0. 0. 1.]
[-9.82698339e-01  4.08174470e-02  1.80659656e-01 -1.75384985e+02],[-5.85840422e-02 -9.93835176e-01 -9.41252007e-02  1.26002123e+02],[ 0.17570397 -0.10308045  0.97903143 20.47025701],[0. 0. 0. 1.]
[-9.82466777e-01  3.67999555e-02  1.82769787e-01 -1.77555840e+02],[-5.44941878e-02 -9.94196853e-01 -9.27523598e-02  1.25907229e+02],[ 0.17829586 -0.101086    0.97877076 20.73723159],[0. 0. 0. 1.]
[-9.83038936e-01  3.31238950e-02  1.80380867e-01 -1.79715076e+02],[-5.02712894e-02 -9.94550425e-01 -9.13359119e-02  1.25818443e+02],[ 0.17637247 -0.09885474  0.97934697 21.00788703],[0. 0. 0. 1.]
[-9.83191094e-01  2.88770750e-02  1.80281411e-01 -1.81886139e+02],[-4.61196382e-02 -9.94672263e-01 -9.21958169e-02  1.25739006e+02],[ 0.17665857 -0.09896062  0.97928471 21.27777984],[0. 0. 0. 1.]
[-9.83751567e-01  2.47566420e-02  1.77820030e-01 -1.84048834e+02],[-4.19014859e-02 -9.94754213e-01 -9.33183873e-02  1.25670609e+02],[ 0.17457697 -0.09925303  0.97962836 21.54258658],[0. 0. 0. 1.]
[-9.83657105e-01  2.04856345e-02  1.78882749e-01 -1.86214321e+02],[-3.75360083e-02 -9.95008810e-01 -9.24581859e-02  1.25607814e+02],[ 0.17609585 -0.0976617   0.97951643 21.80914407],[0. 0. 0. 1.]
[-9.83269269e-01  1.65985834e-02  1.81400198e-01 -1.88381590e+02],[-3.32572585e-02 -9.95459965e-01 -8.91819037e-02  1.25554079e+02],[ 0.17909634 -0.0937227   0.97935722 22.07757266],[0. 0. 0. 1.]
[-9.83409753e-01  1.09115437e-02  1.81069590e-01 -1.90543923e+02],[-2.67886545e-02 -9.95980297e-01 -8.54728925e-02  1.25512392e+02],[ 0.1794091  -0.08890549  0.97974904 22.3466217 ],[0. 0. 0. 1.]
[-9.83788053e-01  3.97271434e-03  1.79291058e-01 -1.92694404e+02],[-1.91432484e-02 -9.96368705e-01 -8.29634841e-02  1.25485042e+02],[ 0.17831041 -0.0850507   0.98029168 22.61621333],[0. 0. 0. 1.]
[-9.84035126e-01 -3.01207453e-03  1.77948863e-01 -1.94836856e+02],[-1.18343248e-02 -9.96536479e-01 -8.23103515e-02  1.25480605e+02],[ 0.17758046 -0.08310218  0.98059125 22.87555369],[0. 0. 0. 1.]
[-9.84594769e-01 -1.09427599e-02  1.74509014e-01 -1.96963459e+02],[-3.92491106e-03 -9.96405120e-01 -8.46252497e-02  1.25497518e+02],[ 0.17480771 -0.08400651  0.98101232 23.12986277],[0. 0. 0. 1.]
[-9.84176777e-01 -1.95488792e-02  1.76107674e-01 -1.99086127e+02],[ 4.82888744e-03 -9.96485268e-01 -8.36289011e-02  1.25529653e+02],[ 0.17712355 -0.08145522  0.98081206 23.38532003],[0. 0. 0. 1.]
[-9.83996561e-01 -3.01675903e-02  1.75615159e-01 -2.01198117e+02],[ 1.57000819e-02 -9.96409535e-01 -8.31958251e-02  1.25580329e+02],[ 0.17749444 -0.07910723  0.98093719 23.64142827],[0. 0. 0. 1.]
[-9.84202115e-01 -4.11180570e-02  1.72207729e-01 -2.03293677e+02],[ 2.67718436e-02 -9.96036794e-01 -8.48172885e-02  1.25653693e+02],[ 0.17501276 -0.07886704  0.98140233 23.89540325],[0. 0. 0. 1.]
[-9.81895473e-01 -5.09144767e-02  1.82452725e-01 -2.05399143e+02],[ 3.66778864e-02 -9.96073674e-01 -8.05727579e-02  1.25749839e+02],[ 0.18583868 -0.07242205  0.97990767 24.16434249],[0. 0. 0. 1.]
[-9.81279766e-01 -6.25821959e-02  1.82135912e-01 -2.07481987e+02],[ 5.03595334e-02 -9.96205703e-01 -7.09796830e-02  1.25860762e+02],[ 0.1858869  -0.06047865  0.98070811 24.42901471],[0. 0. 0. 1.]
[-9.80890233e-01 -7.53574508e-02  1.79375599e-01 -2.09537688e+02],[ 6.41887637e-02 -9.95667061e-01 -6.72822856e-02  1.26003263e+02],[ 0.1836686  -0.05448264  0.9814772  24.69481187],[0. 0. 0. 1.]
[-9.79927240e-01 -8.70035580e-02  1.79368297e-01 -2.11579205e+02],[ 7.56347620e-02 -9.94725362e-01 -6.92880653e-02  1.26182767e+02],[ 0.1844505  -0.05433078  0.98133897 24.9599402 ],[0. 0. 0. 1.]
[-9.79182318e-01 -9.81111486e-02  1.77696908e-01 -2.13598258e+02],[ 8.67716570e-02 -9.93729354e-01 -7.05170182e-02  1.26380992e+02],[ 0.18350114 -0.05362996  0.98155548 25.22135617],[0. 0. 0. 1.]
[-9.78210903e-01 -1.07214696e-01  1.77787620e-01 -2.15630045e+02],[ 9.54033017e-02 -9.92704567e-01 -7.37282379e-02  1.26594157e+02],[ 0.18439533 -0.05516024  0.98130307 25.49158214],[0. 0. 0. 1.]
[-9.77523182e-01 -1.10332189e-01  1.79653100e-01 -2.17645397e+02],[ 9.71706421e-02 -9.92006149e-01 -8.05087954e-02  1.26820276e+02],[ 0.18709969 -0.06124221  0.98043006 25.76064453],[0. 0. 0. 1.]
[-9.77370207e-01 -1.12568508e-01  1.79097207e-01 -2.19636225e+02],[ 9.92870543e-02 -9.91715899e-01 -8.14963600e-02  1.27039099e+02],[ 0.18678747 -0.06187008  0.98045017 26.02543113],[0. 0. 0. 1.]
[-9.77163146e-01 -1.14354348e-01  1.79095701e-01 -2.21606748e+02],[ 1.01020664e-01 -9.91506850e-01 -8.19084369e-02  1.27262323e+02],[ 0.1869412  -0.06194554  0.9804161  26.29003478],[0. 0. 0. 1.]
[-9.76911467e-01 -1.17149431e-01  1.78661681e-01 -2.24209116e+02],[ 1.03181972e-01 -9.90972882e-01 -8.55933809e-02  1.27567227e+02],[ 0.1870761  -0.06518249  0.98018048 26.63832757],[0. 0. 0. 1.]
[-9.76063976e-01 -1.19794411e-01  1.81516980e-01 -2.26816002e+02],[ 1.05460083e-01 -9.90637060e-01 -8.66970936e-02  1.27863984e+02],[ 0.19020327 -0.06547911  0.97955868 26.99366803],[0. 0. 0. 1.]
[-9.75492571e-01 -1.21899293e-01  1.83179711e-01 -2.29380473e+02],[ 1.07742326e-01 -9.90505747e-01 -8.53812445e-02  1.28163837e+02],[ 0.19184847 -0.06355256  0.97936471 27.34527674],[0. 0. 0. 1.]
[-9.75213872e-01 -1.21743662e-01  1.84760345e-01 -2.31920363e+02],[ 1.08119393e-01 -9.90738547e-01 -8.21421258e-02  1.28461883e+02],[ 0.19304948 -0.06012996  0.97934482 27.70124729],[0. 0. 0. 1.]
[-9.76612010e-01 -1.18559529e-01  1.79367277e-01 -2.34422772e+02],[ 1.05839923e-01 -9.91245824e-01 -7.89279868e-02  1.28748863e+02],[ 0.18715473 -0.0580978   0.98061091 28.03898602],[0. 0. 0. 1.]
[-9.76230751e-01 -1.17803491e-01  1.81922668e-01 -2.36910782e+02],[ 1.03016598e-01 -9.90714348e-01 -8.87280226e-02  1.29035170e+02],[ 0.19068587 -0.06787797  0.97930153 28.37308338],[0. 0. 0. 1.]
[-9.77663428e-01 -1.14306306e-01  1.76375423e-01 -2.39367430e+02],[ 1.01154811e-01 -9.91496761e-01 -8.18649926e-02  1.29297435e+02],[ 0.18423335 -0.06219519  0.98091276 28.6920253 ],[0. 0. 0. 1.]
[-9.76882473e-01 -1.09430605e-01  1.83645245e-01 -2.41819293e+02],[ 9.61067134e-02 -9.92153001e-01 -7.99745138e-02  1.29555278e+02],[ 0.19095584 -0.06047616  0.97973389 29.01828775],[0. 0. 0. 1.]
[-9.77226000e-01 -1.04627608e-01  1.84614214e-01 -2.44206386e+02],[ 9.00815976e-02 -9.92256247e-01 -8.55151822e-02  1.29799791e+02],[ 0.19213186 -0.06693732  0.97908363 29.33964862],[0. 0. 0. 1.]
[-9.76094689e-01 -9.93415476e-02  1.93314292e-01 -2.46514901e+02],[ 8.34942575e-02 -9.92572005e-01 -8.84845993e-02  1.30022073e+02],[ 0.20066855 -0.07022871  0.97713871 29.65967839],[0. 0. 0. 1.]
[-9.77284135e-01 -8.97527062e-02  1.91990031e-01 -2.48752847e+02],[ 7.39339408e-02 -9.93369241e-01 -8.80416035e-02  1.30213281e+02],[ 0.19861896 -0.07184708  0.97743977 29.96943835],[0. 0. 0. 1.]
[-9.80752331e-01 -7.81159265e-02  1.78949065e-01 -2.50952696e+02],[ 6.43675820e-02 -9.94601268e-01 -8.13949127e-02  1.30370626e+02],[ 0.18434121 -0.06830973  0.98048565 30.25929177],[0. 0. 0. 1.]
[-9.80624194e-01 -6.17078704e-02  1.85925601e-01 -2.53153520e+02],[ 4.71709888e-02 -9.95546276e-01 -8.16241962e-02  1.30496661e+02],[ 0.1901344  -0.07127237  0.97916759 30.54767731],[0. 0. 0. 1.]
[-9.80687479e-01 -3.64934815e-02  1.92146544e-01 -2.55323227e+02],[ 2.15262927e-02 -9.96609248e-01 -7.94142593e-02  1.30560226e+02],[ 0.19439313 -0.07374437  0.97814778 30.83531419],[0. 0. 0. 1.]
[-9.80919301e-01 -1.67615924e-02  1.93691442e-01 -2.57478343e+02],[ 3.37812141e-03 -9.97595590e-01 -6.92215727e-02  1.30567324e+02],[ 0.19438599 -0.06724646  0.97861739 31.12745833],[0. 0. 0. 1.]
[-9.80328816e-01 -2.84605361e-03  1.97350733e-01 -2.59610413e+02],[-1.27824966e-02 -9.96881365e-01 -7.78726650e-02  1.30565346e+02],[ 0.1969569  -0.07886345  0.97723515 31.42766604],[0. 0. 0. 1.]
[-9.79494598e-01  1.61545049e-02  2.00821722e-01 -2.61729127e+02],[-3.22984236e-02 -9.96478788e-01 -7.73746475e-02  1.30514406e+02],[ 0.19886464 -0.08227427  0.97656736 31.72634356],[0. 0. 0. 1.]
[-9.78738555e-01  3.45148933e-02  2.02186952e-01 -2.63797977e+02],[-5.21313761e-02 -9.95229793e-01 -8.24619858e-02  1.30424543e+02],[ 0.19837631 -0.09124901  0.97586908 32.019079  ],[0. 0. 0. 1.]
[-9.78957891e-01  5.18613109e-02  1.97362235e-01 -2.65800767e+02],[-6.86592389e-02 -9.94488254e-01 -7.92402821e-02  1.30291637e+02],[ 0.19216492 -0.09112364  0.97712288 32.29088267],[0. 0. 0. 1.]
[-9.78425651e-01  8.29919378e-02  1.89197208e-01 -2.68256832e+02],[-1.03130016e-01 -9.89709470e-01 -9.91935692e-02  1.30084488e+02],[ 0.179018   -0.11656544  0.97691609 32.60865968],[0. 0. 0. 1.]
[-9.73160243e-01  1.19388368e-01  1.96737283e-01 -2.70248161e+02],[-1.38479654e-01 -9.86599855e-01 -8.62792610e-02  1.29798720e+02],[ 0.18380023 -0.11120766  0.97665262 32.86427146],[0. 0. 0. 1.]
[-9.67156621e-01  1.60803439e-01  1.96851019e-01 -2.72255222e+02],[-1.79330328e-01 -9.80522033e-01 -8.01072790e-02  1.29430039e+02],[ 0.18013524 -0.11277764  0.97715531 33.12476817],[0. 0. 0. 1.]
[-9.60850931e-01  2.00490935e-01  1.91229898e-01 -2.74291664e+02],[-2.14575708e-01 -9.75110994e-01 -5.58194822e-02  1.28943329e+02],[ 0.17527908 -0.09466749  0.97995679 33.38319358],[0. 0. 0. 1.]
[-9.54945552e-01  2.27959283e-01  1.90035676e-01 -2.76397578e+02],[-2.39107893e-01 -9.70262846e-01 -3.76486989e-02  1.28402887e+02],[ 0.17580219 -0.08139149  0.98105505 33.65412607],[0. 0. 0. 1.]
[-9.50458119e-01  2.50771593e-01  1.83692601e-01 -2.78561814e+02],[-2.58802329e-01 -9.65707746e-01 -2.07341194e-02  1.27804682e+02],[ 0.17219384 -0.06724698  0.98276504 33.92440588],[0. 0. 0. 1.]
[-9.46381326e-01  2.69859812e-01  1.77589603e-01 -2.80798807e+02],[-2.75399225e-01 -9.61305604e-01 -6.84124740e-03  1.27143233e+02],[ 0.1688717  -0.05538247  0.98408086 34.20434391],[0. 0. 0. 1.]
[-9.44316687e-01  2.80336202e-01  1.72271901e-01 -2.83109069e+02],[-2.85770883e-01 -9.58271807e-01 -7.08145046e-03  1.26451444e+02],[ 0.16309812 -0.05591743  0.98502398 34.48395664],[0. 0. 0. 1.]
[-9.42808634e-01  2.86976544e-01  1.69576955e-01 -2.85499792e+02],[-2.92880899e-01 -9.56092959e-01 -1.03456703e-02  1.25719685e+02],[ 0.15916237 -0.05941984  0.98546264 34.7680649 ],[0. 0. 0. 1.]
[-9.39795378e-01  2.90918383e-01  1.79307396e-01 -2.87967617e+02],[-2.97521406e-01 -9.54657461e-01 -1.04950363e-02  1.24959405e+02],[ 0.16812394 -0.06321098  0.98373712 35.06799183],[0. 0. 0. 1.]
[-9.37886779e-01  2.95095267e-01  1.82447729e-01 -2.90462324e+02],[-3.02406522e-01 -9.53090484e-01 -1.29932411e-02  1.24179949e+02],[ 0.17005495 -0.06735957  0.9831297  35.38361868],[0. 0. 0. 1.]
[-9.37620731e-01  2.99881948e-01  1.75892531e-01 -2.92358069e+02],[-3.07405060e-01 -9.51434804e-01 -1.65512115e-02  1.23567078e+02],[ 0.16238687 -0.06958901  0.98427022 35.61701451],[0. 0. 0. 1.]
[-9.33635814e-01  3.07199770e-01  1.84261954e-01 -2.94280760e+02],[-3.16252363e-01 -9.48438420e-01 -2.11897699e-02  1.22939751e+02],[ 0.16825162 -0.07805681  0.98264873 35.85188717],[0. 0. 0. 1.]
[-9.30656263e-01  3.16400422e-01  1.83765320e-01 -2.96199635e+02],[-3.27060854e-01 -9.44523390e-01 -3.01124986e-02  1.22284626e+02],[ 0.16404304 -0.08812683  0.9825088  36.08647353],[0. 0. 0. 1.]
[-9.26476874e-01  3.25680600e-01  1.88607395e-01 -2.98140924e+02],[-3.38218497e-01 -9.40312231e-01 -3.76982238e-02  1.21600546e+02],[ 0.16507226 -0.09871704  0.98132874 36.32588047],[0. 0. 0. 1.]
[-9.22688143e-01  3.34977380e-01  1.90884118e-01 -3.00099266e+02],[-3.49092516e-01 -9.36014713e-01 -4.48427536e-02  1.20884492e+02],[ 0.16364903 -0.10801209  0.98058777 36.56493866],[0. 0. 0. 1.]
[-9.18401045e-01  3.45452730e-01  1.92878024e-01 -3.02068891e+02],[-3.61595427e-01 -9.30723550e-01 -5.47943535e-02  1.20143636e+02],[ 0.16058726 -0.120067    0.97969161 36.80358095],[0. 0. 0. 1.]
[-9.12737112e-01  3.57758369e-01  1.97281309e-01 -3.04054659e+02],[-3.74972332e-01 -9.25289443e-01 -5.68787850e-02  1.19362481e+02],[ 0.16219345 -0.12589041  0.9786955  37.04096767],[0. 0. 0. 1.]
[-9.06829066e-01  3.70049931e-01  2.01802117e-01 -3.06036822e+02],[-3.88516909e-01 -9.19502713e-01 -5.97442182e-02  1.18547304e+02],[ 0.16344925 -0.13258133  0.97760244 37.2798898 ],[0. 0. 0. 1.]
[-9.00681071e-01  3.81826809e-01  2.07320759e-01 -3.08020669e+02],[-4.00451756e-01 -9.14655016e-01 -5.51778345e-02  1.17692092e+02],[ 0.1685586  -0.13271959  0.97671567 37.52620802],[0. 0. 0. 1.]
[-8.95495576e-01  3.94414144e-01  2.06216287e-01 -3.09995681e+02],[-4.12604486e-01 -9.09402257e-01 -5.23934348e-02  1.16808043e+02],[ 0.16686884 -0.13200385  0.97710274 37.7754807 ],[0. 0. 0. 1.]
[-8.91273565e-01  4.04242611e-01  2.05473463e-01 -3.11973849e+02],[-4.22370739e-01 -9.04945502e-01 -5.17358402e-02  1.15899170e+02],[ 0.16502846 -0.13289677  0.97729425 38.02342187],[0. 0. 0. 1.]
[-8.87375985e-01  4.14092370e-01  2.02710066e-01 -3.13929334e+02],[-4.32562999e-01 -8.99909016e-01 -5.52540874e-02  1.14979857e+02],[ 0.15954032 -0.13671602  0.97767869 38.25807213],[0. 0. 0. 1.]
[-8.83198682e-01  4.22021932e-01  2.04591244e-01 -3.15883688e+02],[-4.41200478e-01 -8.95580514e-01 -5.72510394e-02  1.14043637e+02],[ 0.15906674 -0.1408298   0.97717181 38.48629077],[0. 0. 0. 1.]
